doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00008547,峰,徐,Orthopedics,042-392-8776,4,HOSP-JOR-00244,Jordan University Hospital,dr.峰.徐@jordanuniversityhosp.com,2.92,65.56
DOC-00008548,Joseph,Stephenson,Surgery,070-1946-2381,5,HOSP-JOR-00244,Jordan University Hospital,dr.joseph.stephenson@jordanuniversityhosp.com,3.02,61.96
DOC-00008549,裕樹,Carr,Rheumatology,+39 0432688250,29,HOSP-JOR-00244,Jordan University Hospital,dr.裕樹.carr@jordanuniversityhosp.com,4.22,91.74
DOC-00008550,지혜,लोबो,Gynecology,+55 84 7842-8044,6,HOSP-JOR-00244,Jordan University Hospital,dr.지혜.लोबो@jordanuniversityhosp.com,2.47,57.54
DOC-00008551,Berta,Roberts,Pediatrics,+1-450-903-4344,10,HOSP-JOR-00244,Jordan University Hospital,dr.berta.roberts@jordanuniversityhosp.com,2.77,53.13
DOC-00008552,Franjo,杨,Pediatrics,+1-553-270-5208,11,HOSP-JOR-00244,Jordan University Hospital,dr.franjo.杨@jordanuniversityhosp.com,3.41,66.02
DOC-00008553,Hollie,Sales,Surgery,36889514533,12,HOSP-JOR-00244,Jordan University Hospital,dr.hollie.sales@jordanuniversityhosp.com,2.82,58.87
DOC-00008554,Elisa,伊藤,Infectious Disease,0800-951-7422,4,HOSP-JOR-00244,Jordan University Hospital,dr.elisa.伊藤@jordanuniversityhosp.com,3.11,68.33
DOC-00008555,Jules,小林,Pediatrics,(0306) 999 0453,6,HOSP-JOR-00244,Jordan University Hospital,dr.jules.小林@jordanuniversityhosp.com,2.41,50.38
DOC-00008556,稔,Price,Surgery,45-9062-3305,12,HOSP-JOR-00244,Jordan University Hospital,dr.稔.price@jordanuniversityhosp.com,2.86,58.47
DOC-00008557,Coluccio,高橋,Surgery,+91 2661819332,9,HOSP-JOR-00244,Jordan University Hospital,dr.coluccio.高橋@jordanuniversityhosp.com,3.12,59.27
DOC-00008558,Ella,Mendonça,Rheumatology,+44(0)117 4960171,6,HOSP-JOR-00244,Jordan University Hospital,dr.ella.mendonça@jordanuniversityhosp.com,2.41,42.02
DOC-00008559,Adelardo,Lee,Urology,13555788423,15,HOSP-JOR-00244,Jordan University Hospital,dr.adelardo.lee@jordanuniversityhosp.com,3.16,54.5
DOC-00008560,雪梅,Garobbio,Orthopedics,1-755-961-0120,14,HOSP-JOR-00244,Jordan University Hospital,dr.雪梅.garobbio@jordanuniversityhosp.com,3.44,65.42
DOC-00008561,Helen,Albers,Infectious Disease,(661)743-1121,5,HOSP-JOR-00244,Jordan University Hospital,dr.helen.albers@jordanuniversityhosp.com,3.22,65.76
DOC-00008562,शकुन्तला,गुहा,Pediatrics,+34948849678,16,HOSP-JOR-00244,Jordan University Hospital,dr.शकुन्तला.गुहा@jordanuniversityhosp.com,3.93,77.46
DOC-00008563,Charles,윤,Pediatrics,15809499181,16,HOSP-JOR-00244,Jordan University Hospital,dr.charles.윤@jordanuniversityhosp.com,3.67,65.12
DOC-00008564,لورا,Clark,Orthopedics,+34842 93 91 33,14,HOSP-JOR-00244,Jordan University Hospital,dr.لورا.clark@jordanuniversityhosp.com,3.36,74.17
DOC-00008565,Gina,लोबो,Psychiatry,(08).7036.3336,9,HOSP-JOR-00244,Jordan University Hospital,dr.gina.लोबो@jordanuniversityhosp.com,3.23,61.48
DOC-00008566,Kaique,Brown,Surgery,080-9293-0127,20,HOSP-JOR-00244,Jordan University Hospital,dr.kaique.brown@jordanuniversityhosp.com,3.89,80.52
DOC-00008567,Gabriel,Becker,Pediatrics,13840704848,11,HOSP-JOR-00244,Jordan University Hospital,dr.gabriel.becker@jordanuniversityhosp.com,3.07,67.76
DOC-00008568,Florian,佐藤,Pediatrics,+34 714 431 735,16,HOSP-JOR-00244,Jordan University Hospital,dr.florian.佐藤@jordanuniversityhosp.com,3.12,69.42
DOC-00008569,Gianna,Ávila,Pediatrics,+91 2020946976,5,HOSP-JOR-00244,Jordan University Hospital,dr.gianna.ávila@jordanuniversityhosp.com,3.15,56.37
DOC-00008570,Giovanna,Ring,Gastroenterology,781.529.6835,8,HOSP-JOR-00244,Jordan University Hospital,dr.giovanna.ring@jordanuniversityhosp.com,3.21,70.81
DOC-00008571,영호,Rich,Infectious Disease,+44113 4960429,10,HOSP-JOR-00244,Jordan University Hospital,dr.영호.rich@jordanuniversityhosp.com,2.89,58.99
DOC-00008572,Andrew,Vega,Psychiatry,+55 41 0946-3376,11,HOSP-JOR-00244,Jordan University Hospital,dr.andrew.vega@jordanuniversityhosp.com,3.38,60.98
DOC-00008573,Andrew,Hoarau,Orthopedics,+55 11 3533-3014,8,HOSP-JOR-00244,Jordan University Hospital,dr.andrew.hoarau@jordanuniversityhosp.com,2.9,50.91
DOC-00008574,Julien,शर्मा,Pediatrics,3975.4413,1,HOSP-JOR-00244,Jordan University Hospital,dr.julien.शर्मा@jordanuniversityhosp.com,2.36,40.17
DOC-00008575,Tracy,West,Gastroenterology,(0116) 496 0078,4,HOSP-JOR-00244,Jordan University Hospital,dr.tracy.west@jordanuniversityhosp.com,3.04,58.87
DOC-00008576,عبد التّواب,刘,Pediatrics,+34 841359721,7,HOSP-JOR-00244,Jordan University Hospital,dr.عبد التّواب.刘@jordanuniversityhosp.com,3.23,68.31
DOC-00008577,Giuliano,المغاولة,Pediatrics,090-5187-1537,4,HOSP-JOR-00245,King Hussein Cancer Center,dr.giuliano.المغاولة@kinghusseincancercen.com,2.29,41.72
DOC-00008578,Laetitia,赵,Emergency Medicine,018-004-6654,9,HOSP-JOR-00245,King Hussein Cancer Center,dr.laetitia.赵@kinghusseincancercen.com,2.57,47.74
DOC-00008579,成,Maurice,Obstetrics,637-605-8358 x000,5,HOSP-JOR-00245,King Hussein Cancer Center,dr.成.maurice@kinghusseincancercen.com,3.13,64.45
DOC-00008580,माया,Monteiro,Obstetrics,001-236-410-0467x1057,5,HOSP-JOR-00245,King Hussein Cancer Center,dr.माया.monteiro@kinghusseincancercen.com,2.42,49.7
DOC-00008581,عزاز,Correia,Pediatrics,(04267) 286784,8,HOSP-JOR-00245,King Hussein Cancer Center,dr.عزاز.correia@kinghusseincancercen.com,3.22,72.47
DOC-00008582,Donna,Rose,Emergency Medicine,03641379730,12,HOSP-JOR-00245,King Hussein Cancer Center,dr.donna.rose@kinghusseincancercen.com,3.61,69.03
DOC-00008583,Jeffrey,Vattimo,Infectious Disease,+1-461-708-3491x63682,9,HOSP-JOR-00245,King Hussein Cancer Center,dr.jeffrey.vattimo@kinghusseincancercen.com,3.46,66.16
DOC-00008584,Lucy,Tanguy,Obstetrics,502.380.4664,7,HOSP-JOR-00245,King Hussein Cancer Center,dr.lucy.tanguy@kinghusseincancercen.com,3.11,70.65
DOC-00008585,Donald,Collins,Emergency Medicine,1 (211) 802-2592,11,HOSP-JOR-00245,King Hussein Cancer Center,dr.donald.collins@kinghusseincancercen.com,3.55,64.15
DOC-00008586,ذريع,Gute,Urology,+34 942531032,16,HOSP-JOR-00245,King Hussein Cancer Center,dr.ذريع.gute@kinghusseincancercen.com,3.29,59.32
DOC-00008587,Mateus,Manning,Emergency Medicine,(03269) 649428,15,HOSP-JOR-00245,King Hussein Cancer Center,dr.mateus.manning@kinghusseincancercen.com,3.0,53.8
DOC-00008588,Susana,Ramirez,Pediatrics,05 57 91 53 18,14,HOSP-JOR-00245,King Hussein Cancer Center,dr.susana.ramirez@kinghusseincancercen.com,3.82,76.22
DOC-00008589,Vicente,Cooper,Emergency Medicine,04339 216385,12,HOSP-JOR-00245,King Hussein Cancer Center,dr.vicente.cooper@kinghusseincancercen.com,3.31,72.37
DOC-00008590,زهير,Tintzmann,Pediatrics,080-4448-9905,5,HOSP-JOR-00245,King Hussein Cancer Center,dr.زهير.tintzmann@kinghusseincancercen.com,2.94,60.41
DOC-00008591,लक्ष्मण,清水,Pediatrics,13782315342,9,HOSP-JOR-00245,King Hussein Cancer Center,dr.लक्ष्मण.清水@kinghusseincancercen.com,3.17,69.5
DOC-00008592,Christopher,Rodriguez,Emergency Medicine,063-492-4683,4,HOSP-JOR-00245,King Hussein Cancer Center,dr.christopher.rodriguez@kinghusseincancercen.com,3.18,66.3
DOC-00008593,明美,Walters,Psychiatry,(821) 244-2629 x734,9,HOSP-JOR-00245,King Hussein Cancer Center,dr.明美.walters@kinghusseincancercen.com,2.78,56.16
DOC-00008594,华,पिल्लई,Emergency Medicine,73-0238-4249,3,HOSP-JOR-00245,King Hussein Cancer Center,dr.华.पिल्लई@kinghusseincancercen.com,3.09,55.4
DOC-00008595,영길,Rowland,Obstetrics,729-416-2826x417,21,HOSP-JOR-00245,King Hussein Cancer Center,dr.영길.rowland@kinghusseincancercen.com,3.27,74.77
DOC-00008596,중수,रेड्डी,Pulmonology,+33 (0)1 69 58 26 09,12,HOSP-JOR-00245,King Hussein Cancer Center,dr.중수.रेड्डी@kinghusseincancercen.com,2.87,58.38
DOC-00008597,Monique,Schönland,Obstetrics,080-1555-9600,11,HOSP-JOR-00245,King Hussein Cancer Center,dr.monique.schönland@kinghusseincancercen.com,3.28,67.09
DOC-00008598,राहुल,آل عطفة,Dermatology,001-328-654-1403,7,HOSP-JOR-00245,King Hussein Cancer Center,dr.राहुल.آل عطفة@kinghusseincancercen.com,2.81,50.47
DOC-00008599,Krzysztof,Page,Internal Medicine,886 193 6960,7,HOSP-LEB-00246,American University of Beirut Medical Center,dr.krzysztof.page@americanuniversityof.com,3.32,75.5
DOC-00008600,Isaque,김,Orthopedics,876.433.4709x335,11,HOSP-LEB-00246,American University of Beirut Medical Center,dr.isaque.김@americanuniversityof.com,2.67,53.23
DOC-00008601,تمّام,加藤,Gynecology,(614)299-3962x139,10,HOSP-LEB-00246,American University of Beirut Medical Center,dr.تمّام.加藤@americanuniversityof.com,3.4,77.79
DOC-00008602,Pina,张,Orthopedics,(856)367-9888x477,9,HOSP-LEB-00246,American University of Beirut Medical Center,dr.pina.张@americanuniversityof.com,2.96,51.29
DOC-00008603,香織,Spencer,Internal Medicine,01253 464008,22,HOSP-LEB-00246,American University of Beirut Medical Center,dr.香織.spencer@americanuniversityof.com,3.66,81.71
DOC-00008604,Caroline,Kobelt,Gynecology,(536) 762-8265,7,HOSP-LEB-00246,American University of Beirut Medical Center,dr.caroline.kobelt@americanuniversityof.com,3.31,74.63
DOC-00008605,चण्ड,万,Internal Medicine,+34914914711,11,HOSP-LEB-00246,American University of Beirut Medical Center,dr.चण्ड.万@americanuniversityof.com,3.24,57.41
DOC-00008606,Leanne,鈴木,Orthopedics,+1-370-537-3023x303,5,HOSP-LEB-00246,American University of Beirut Medical Center,dr.leanne.鈴木@americanuniversityof.com,2.78,63.49
DOC-00008607,Alfred,Moore,Orthopedics,+44(0)1154960854,13,HOSP-LEB-00246,American University of Beirut Medical Center,dr.alfred.moore@americanuniversityof.com,3.77,69.56
DOC-00008608,Martina,Collins,Orthopedics,13610009417,9,HOSP-LEB-00246,American University of Beirut Medical Center,dr.martina.collins@americanuniversityof.com,2.79,59.22
DOC-00008609,Luz,Pons,Internal Medicine,011-736-9651,9,HOSP-LEB-00246,American University of Beirut Medical Center,dr.luz.pons@americanuniversityof.com,2.76,55.65
DOC-00008610,Virginie,廖,Gynecology,041-311-6659,12,HOSP-LEB-00246,American University of Beirut Medical Center,dr.virginie.廖@americanuniversityof.com,3.22,55.3
DOC-00008611,Boris,Bohnbach,Infectious Disease,18862100674,9,HOSP-LEB-00246,American University of Beirut Medical Center,dr.boris.bohnbach@americanuniversityof.com,3.53,79.03
DOC-00008612,幹,Correia,Orthopedics,1 (950) 502-7601,18,HOSP-LEB-00246,American University of Beirut Medical Center,dr.幹.correia@americanuniversityof.com,3.7,74.84
DOC-00008613,منيب,آل العسكري,Internal Medicine,01214960501,5,HOSP-LEB-00246,American University of Beirut Medical Center,dr.منيب.آل العسكري@americanuniversityof.com,2.71,57.06
DOC-00008614,Susan,Perales,Nephrology,019-160-8009,11,HOSP-LEB-00246,American University of Beirut Medical Center,dr.susan.perales@americanuniversityof.com,3.02,69.98
DOC-00008615,عبد الخالق,Jones,Internal Medicine,4067097507,4,HOSP-LEB-00246,American University of Beirut Medical Center,dr.عبد الخالق.jones@americanuniversityof.com,3.18,65.15
DOC-00008616,Fabiana,蒋,Orthopedics,064-757-3326,12,HOSP-LEB-00246,American University of Beirut Medical Center,dr.fabiana.蒋@americanuniversityof.com,3.3,63.59
DOC-00008617,Robin,Potier,Internal Medicine,+55 71 0073 0942,10,HOSP-LEB-00246,American University of Beirut Medical Center,dr.robin.potier@americanuniversityof.com,3.41,76.09
DOC-00008618,민수,Forbes,Gastroenterology,(061) 9562-6482,13,HOSP-LEB-00246,American University of Beirut Medical Center,dr.민수.forbes@americanuniversityof.com,3.36,62.63
DOC-00008619,加奈,林,Gynecology,+34 882 80 24 69,10,HOSP-LEB-00246,American University of Beirut Medical Center,dr.加奈.林@americanuniversityof.com,3.13,72.13
DOC-00008620,Maura,Gomez,Ophthalmology,+34 887 901 909,9,HOSP-LEB-00246,American University of Beirut Medical Center,dr.maura.gomez@americanuniversityof.com,2.63,49.51
DOC-00008621,Calcedonio,Guerra,Internal Medicine,(0116) 4960078,5,HOSP-LEB-00246,American University of Beirut Medical Center,dr.calcedonio.guerra@americanuniversityof.com,2.89,66.03
DOC-00008622,Émile,Jones,Orthopedics,824.889.7713x9538,7,HOSP-LEB-00246,American University of Beirut Medical Center,dr.émile.jones@americanuniversityof.com,2.84,50.31
DOC-00008623,Donald,Lebrun,Internal Medicine,+39 0161883405,7,HOSP-LEB-00246,American University of Beirut Medical Center,dr.donald.lebrun@americanuniversityof.com,3.41,68.57
DOC-00008624,मोहिनी,कदम,Psychiatry,018-374-2804,8,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.मोहिनी.कदम@hotel-dieudefranceho.com,2.75,63.66
DOC-00008625,Thomas,Schleich,Rheumatology,+34821046549,7,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.thomas.schleich@hotel-dieudefranceho.com,3.09,68.59
DOC-00008626,Stacey,Hernandez,Obstetrics,+49(0)6895 59486,11,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.stacey.hernandez@hotel-dieudefranceho.com,3.08,56.92
DOC-00008627,宇,邹,Psychiatry,+34850 08 58 22,3,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.宇.邹@hotel-dieudefranceho.com,2.38,41.53
DOC-00008628,杨,Boezio,Gynecology,(0116)4960130,5,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.杨.boezio@hotel-dieudefranceho.com,2.36,56.18
DOC-00008629,俊,Morvan,Obstetrics,13654198381,6,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.俊.morvan@hotel-dieudefranceho.com,2.43,54.76
DOC-00008630,روبا,Shields,Psychiatry,413.800.5797x08773,14,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.روبا.shields@hotel-dieudefranceho.com,2.93,58.86
DOC-00008631,Kevin,张,Gynecology,(08799) 62368,6,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.kevin.张@hotel-dieudefranceho.com,3.31,68.36
DOC-00008632,Luigina,佐藤,Psychiatry,+33 (0)5 61 45 92 33,7,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.luigina.佐藤@hotel-dieudefranceho.com,3.26,72.87
DOC-00008633,정수,Buckley,Psychiatry,043-888-8316,3,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.정수.buckley@hotel-dieudefranceho.com,2.29,44.81
DOC-00008634,David,Hernandez,Gynecology,+61-8-8231-1787,11,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.david.hernandez@hotel-dieudefranceho.com,3.52,79.47
DOC-00008635,John,송,Psychiatry,095-41770565,5,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.john.송@hotel-dieudefranceho.com,2.37,45.62
DOC-00008636,Elladio,Pastor,Psychiatry,+34 923681819,7,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.elladio.pastor@hotel-dieudefranceho.com,3.41,74.13
DOC-00008637,明,कुमार,Psychiatry,06 74 62 54 26,18,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.明.कुमार@hotel-dieudefranceho.com,3.23,66.65
DOC-00008638,ظبي,Descamps,Psychiatry,51 8177 0082,5,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.ظبي.descamps@hotel-dieudefranceho.com,3.09,71.65
DOC-00008639,Amy,顾,Gynecology,+34 800336234,16,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.amy.顾@hotel-dieudefranceho.com,3.18,73.0
DOC-00008640,Tim,Guzman,Gynecology,18961257536,13,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.tim.guzman@hotel-dieudefranceho.com,3.35,76.94
DOC-00008641,정숙,Watts,Gynecology,14508858929,7,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.정숙.watts@hotel-dieudefranceho.com,2.45,58.26
DOC-00008642,Severin,الدباغ,Surgery,0425 184 594,9,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.severin.الدباغ@hotel-dieudefranceho.com,3.03,64.72
DOC-00008643,영일,Pastor,Surgery,13143593028,9,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.영일.pastor@hotel-dieudefranceho.com,2.89,65.42
DOC-00008644,Stephanie,Dos Santos,Gynecology,+49(0)0024 091438,14,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.stephanie.dos santos@hotel-dieudefranceho.com,2.85,47.13
DOC-00008645,Raymond,Martínez,Obstetrics,1 (601) 957-5552,2,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.raymond.martínez@hotel-dieudefranceho.com,2.68,56.22
DOC-00008646,Ryan,Peixoto,Surgery,15625265979,17,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.ryan.peixoto@hotel-dieudefranceho.com,3.62,73.37
DOC-00008647,Henri,Batalla,Gynecology,+441214960910,15,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.henri.batalla@hotel-dieudefranceho.com,3.28,65.54
DOC-00008648,Martin,Benedetti,Surgery,08616460311,11,HOSP-LEB-00247,Hotel-Dieu de France Hospital,dr.martin.benedetti@hotel-dieudefranceho.com,2.93,64.17
DOC-00008649,英樹,서,Internal Medicine,+34882 55 23 23,13,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.英樹.서@fundaciónsantafedebo.com,3.4,58.1
DOC-00008650,미숙,Robertson,Radiology,+34913631918,11,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.미숙.robertson@fundaciónsantafedebo.com,3.15,63.22
DOC-00008651,Lauren,Guerra,Internal Medicine,064-48214574,9,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.lauren.guerra@fundaciónsantafedebo.com,2.73,60.06
DOC-00008652,Jacqueline,Salas,Radiology,+91 639 1629493,7,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.jacqueline.salas@fundaciónsantafedebo.com,2.95,54.71
DOC-00008653,शंतनु,Hamann,Ophthalmology,080-5971-9601,16,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.शंतनु.hamann@fundaciónsantafedebo.com,3.19,69.5
DOC-00008654,कुणाल,田中,Ophthalmology,+44151 4960877,2,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.कुणाल.田中@fundaciónsantafedebo.com,2.31,40.0
DOC-00008655,建军,Brown,Gynecology,+1 (313) 042-0764,6,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.建军.brown@fundaciónsantafedebo.com,3.32,56.87
DOC-00008656,Hortensia,叶,Surgery,051-270-8348,6,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.hortensia.叶@fundaciónsantafedebo.com,3.02,58.89
DOC-00008657,Melissa,林,Ophthalmology,018-890-6321,8,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.melissa.林@fundaciónsantafedebo.com,3.15,66.92
DOC-00008658,옥자,Farias,Obstetrics,06484 710319,19,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.옥자.farias@fundaciónsantafedebo.com,4.11,86.58
DOC-00008659,Letícia,Vallée,Ophthalmology,9475 0314,8,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.letícia.vallée@fundaciónsantafedebo.com,2.61,57.64
DOC-00008660,Korbinian,Egea,Radiology,08436802889,9,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.korbinian.egea@fundaciónsantafedebo.com,3.19,58.44
DOC-00008661,عرفه,गुहा,Pathology,+34928 647 541,16,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.عرفه.गुहा@fundaciónsantafedebo.com,3.41,66.32
DOC-00008662,لاما,Barcella,Pulmonology,61 3431 8390,15,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.لاما.barcella@fundaciónsantafedebo.com,3.26,62.59
DOC-00008663,اعتماد,Garza,Internal Medicine,080-2024-4028,8,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.اعتماد.garza@fundaciónsantafedebo.com,3.06,58.19
DOC-00008664,Arthur,मंडल,Ophthalmology,+33 2 46 44 53 45,15,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.arthur.मंडल@fundaciónsantafedebo.com,3.18,57.59
DOC-00008665,اصيل,Jara,Ophthalmology,064-742-9369,8,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.اصيل.jara@fundaciónsantafedebo.com,3.27,69.68
DOC-00008666,琳,Jackson,Ophthalmology,979-555-0245 x086,18,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.琳.jackson@fundaciónsantafedebo.com,3.09,65.8
DOC-00008667,수진,Lynn,Orthopedics,+39 0984739827,9,HOSP-COL-00248,Fundación Santa Fe de Bogotá,dr.수진.lynn@fundaciónsantafedebo.com,2.74,64.24
DOC-00008668,Joshua,Boulanger,Emergency Medicine,14734706558,12,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.joshua.boulanger@hospitaluniversitari.com,3.03,70.01
DOC-00008669,洁,Samson,Emergency Medicine,+34820 35 23 34,16,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.洁.samson@hospitaluniversitari.com,3.11,61.91
DOC-00008670,文,Short,Orthopedics,001-374-602-4405x3809,15,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.文.short@hospitaluniversitari.com,3.58,62.08
DOC-00008671,Kevin,Fry,Orthopedics,(856)210-5322,3,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.kevin.fry@hospitaluniversitari.com,2.68,62.0
DOC-00008672,राकेश,Johnson,Orthopedics,090-4060-7111,3,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.राकेश.johnson@hospitaluniversitari.com,2.77,58.94
DOC-00008673,Édith,Marini,Cardiology,011-733-3117,12,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.édith.marini@hospitaluniversitari.com,3.03,58.84
DOC-00008674,इन्दिरा,Guillot,Emergency Medicine,06090097625,5,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.इन्दिरा.guillot@hospitaluniversitari.com,2.73,56.44
DOC-00008675,रत्न,佐藤,Orthopedics,033-549-4224,7,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.रत्न.佐藤@hospitaluniversitari.com,2.93,55.46
DOC-00008676,विनय,Jäntsch,Internal Medicine,013-91500531,4,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.विनय.jäntsch@hospitaluniversitari.com,2.44,54.44
DOC-00008677,कालिदास,Nordio,Cardiology,01679 777485,9,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.कालिदास.nordio@hospitaluniversitari.com,3.01,62.01
DOC-00008678,James,Moore,Orthopedics,(051) 4893 2846,8,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.james.moore@hospitaluniversitari.com,2.61,60.29
DOC-00008679,Tracey,Walker,Cardiology,+34853 03 28 94,5,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.tracey.walker@hospitaluniversitari.com,3.11,71.2
DOC-00008680,서연,آل رفيع,Orthopedics,00030684271,12,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.서연.آل رفيع@hospitaluniversitari.com,3.24,67.55
DOC-00008681,अदिती,Pineau,Orthopedics,+49(0)1449583442,5,HOSP-COL-00249,Hospital Universitario San Ignacio,dr.अदिती.pineau@hospitaluniversitari.com,2.76,63.02
